8.46292	0.243462	0	0	0	8.46292	0.243462	6.95201e-310	R	
8.44824	0.251433	-0.209627	-6.11056e-06	-0.000243135	8.44818	0.251553	0.000126324	L	
8.46569	0.239524	-0.0792829	0.00543088	0.0577866	8.56759	0.241943	0.144701	R	
8.45597	0.243599	-0.375189	0.0068853	0.0577742	8.45582	0.253997	0.04119	L	
8.32277	0.255868	-2.80926	-0.101441	0.0625948	8.42544	0.254042	0.602821	R	
8.24065	0.266332	-1.69788	0.00814265	0.13762	8.23962	0.24916	0.117203	L	
7.96447	0.208254	-4.37124	0.248038	0.0882314	7.93286	0.188391	1.20958	R	
7.83726	0.164504	-2.81291	0.283759	0.165413	7.84073	0.159858	0.0102237	L	
7.65647	0.159001	-3.64415	0.267353	0.110358	7.61269	0.155818	0.0466168	R	
7.54104	0.152837	-1.59379	0.25421	0.136567	7.54016	0.159641	0.0217453	L	
7.42918	0.108209	-2.05748	0.327551	0.335477	7.50815	0.0953827	0.261652	R	
7.33875	0.0447645	-2.14008	0.365737	0.409159	7.3426	0.0345312	0.0251845	L	
7.1604	0.0124496	-3.1249	0.378946	0.417185	7.20598	0.00492725	0.0734309	R	
7.05165	-0.0496318	-2.15596	0.415306	0.504031	7.05406	-0.0533413	0.00502885	L	
6.94567	-0.131371	-2.11603	0.737934	1.48432	6.74585	-0.143185	0.880386	R	
6.84437	-0.252478	-4.07944	0.833734	1.45993	6.84972	-0.258748	0.0131868	L	
6.73065	-0.342942	-3.6652	1.00904	1.84909	6.66966	-0.346668	0.0741062	R	
6.65218	-0.468493	-2.7978	1.09311	1.86612	6.64329	-0.462604	0.0178344	L	
6.5965	-0.547982	-2.19959	1.26303	2.1601	6.60862	-0.557035	0.0493058	R	
6.56341	-0.65177	-2.36062	1.36832	2.14004	6.56029	-0.650892	0.00182456	L	
6.48076	-0.84978	-3.59089	1.36779	1.66477	6.40696	-0.842921	0.238684	R	
6.45227	-1.05136	-4.09819	1.46957	1.70745	6.45805	-1.05268	0.00525265	L	
6.3122	-1.13424	-2.53741	1.18679	0.634687	6.38626	-1.15695	1.81707	R	
6.26066	-1.25244	-2.20705	1.21636	0.599421	6.25499	-1.25007	0.00427159	L	
6.31783	-1.45395	-2.96826	1.41387	1.29428	6.43125	-1.48148	2.95897	R	
6.32949	-1.65088	-4.11162	1.53504	1.56629	6.36328	-1.65656	0.158661	L	
6.21948	-1.76946	-3.08586	1.39316	0.427627	6.3228	-1.81431	1.73917	R	
6.21008	-1.9439	-4.00104	1.44849	0.623886	6.24641	-1.95075	0.147196	L	
6.25246	-2.10106	-3.47591	1.58247	1.20219	6.31851	-2.10969	0.427279	R	
6.28958	-2.23949	-2.20793	1.69385	1.52348	6.34644	-2.23829	0.333734	L	
6.25069	-2.35329	-1.88928	1.65171	0.779866	6.32593	-2.40018	0.970631	R	
6.29345	-2.5549	-5.52484	1.75361	1.15327	6.34927	-2.55175	0.317436	L	
6.30953	-2.67254	-3.33079	1.77993	0.952436	6.43125	-2.71878	0.441821	R	
6.37654	-2.85389	-3.93878	1.86022	1.16754	6.43257	-2.84245	0.315969	L	
6.35994	-2.94868	-2.32475	1.7951	0.284086	6.46536	-3.00452	0.696474	R	
6.42271	-3.15371	-6.33237	1.81915	0.417431	6.44119	-3.14955	0.0463636	L	
6.44324	-3.28636	-3.58669	1.75954	0.0162231	6.52249	-3.32007	0.397113	R	
6.51634	-3.46297	-3.32074	1.77088	0.124182	6.5453	-3.45745	0.141163	L	
6.61096	-3.60665	-3.32219	1.85584	0.571526	6.6358	-3.59197	0.371119	R	
6.71591	-3.7675	-3.34539	1.90626	0.760962	6.76011	-3.75457	0.310147	L	
6.76581	-3.89217	-2.65329	1.92336	0.690736	6.83625	-3.92723	0.101857	R	
6.8468	-4.06251	-4.18207	1.96881	0.770942	6.85997	-4.05805	0.0295881	L	
6.8725	-4.18335	-2.75735	1.94911	0.49378	6.86943	-4.18507	0.229431	R	
6.94022	-4.34557	-3.67642	1.9781	0.516594	6.94332	-4.34473	0.00213895	L	
6.95266	-4.42835	-2.06938	1.93478	0.236995	7.05156	-4.49706	0.41834	R	
7.02498	-4.55547	-3.22231	1.95628	0.315362	7.04099	-4.55018	0.0483298	L	
7.07888	-4.66925	-2.60926	1.95065	0.227517	7.10252	-4.67934	0.0289466	R	
7.14835	-4.86039	-4.8868	1.96305	0.260984	7.14735	-4.86125	0.00220783	L	
7.22975	-5.00226	-3.64087	1.94402	0.19636	7.3138	-5.05204	0.178236	R	
7.29918	-5.15621	-2.70137	1.95901	0.2018	7.30424	-5.15404	0.00696771	L	
7.3595	-5.28275	-2.63778	1.94879	0.0457438	7.29446	-5.23429	0.109065	R	
7.44223	-5.45491	-4.46336	1.95693	0.122301	7.44737	-5.45308	0.00863413	L	
7.51971	-5.54795	-2.93477	1.93059	0.0975883	7.63082	-5.61863	0.314223	R	
7.62421	-5.67418	-2.93362	1.95305	0.19733	7.64356	-5.66706	0.108307	L	
7.67521	-5.79882	-2.62926	1.91926	-0.0539136	7.60376	-5.74774	0.161402	R	
7.73294	-5.95411	-3.60597	1.91822	-0.0168149	7.7342	-5.95374	0.000695834	L	
7.84803	-6.10523	-3.89942	1.98839	0.257272	7.82165	-6.06822	0.0903263	R	
7.94673	-6.24789	-3.26625	2.01454	0.301495	7.95703	-6.24328	0.0350526	L	
